Customer_ID,Age,Gender,Location,Channel,Marketing_Exposure,Flavor,Pack_Size,Price_Per_Unit,Order_Date,Units_Purchased,Total_Bill_Value,Discount_Used,Customer_Rating,Repeat_Purchase,Time_to_Reorder,Month,Promotion_Campaign,Avg_Order_Value,Customer_Segment
C0780,28,Female,Mumbai,Online,Social Media,Margarita,12-Pack,400,19-01-2025,12,4800,No,4,Yes,23,Jan,Yes,400,Millennial
C0781,32,Female,Kolkata,Retail,Social Media,Cosmopolitan,Single,250,22-01-2025,1,250,No,4,No,0,Jan,No,250,Millennial
C0782,40,Female,Delhi,Online,Email,Whisky Sour,4-Pack,350,26-06-2025,4,1400,Yes,3,No,0,Jun,Yes,350,Gen X
C0783,44,Female,Delhi,Online,Social Media,Mojito,4-Pack,350,04-06-2025,8,2800,No,5,Yes,29,Jun,No,350,Gen X
C0784,36,Male,Pune,Online,None,Whisky Sour,12-Pack,400,22-05-2025,12,4800,No,3,No,0,May,No,400,Gen X
C0785,38,Male,Bangalore,Retail,Social Media,Long Island,4-Pack,350,11-05-2025,4,1400,Yes,5,No,0,May,Yes,350,Gen X
C0786,35,Male,Kolkata,Online,Social Media,Long Island,Single,250,04-01-2025,1,250,Yes,4,No,0,Jan,Yes,250,Millennial
C0787,22,Male,Kolkata,Retail,Social Media,Whisky Sour,Single,250,31-03-2025,1,250,No,3,No,0,Mar,Yes,250,Gen Z
C0788,24,Male,Bangalore,Retail,None,Mojito,4-Pack,350,17-01-2025,4,1400,No,3,No,0,Jan,Yes,350,Gen Z
C0789,24,Female,Bangalore,Online,None,Mojito,Single,250,05-06-2025,1,250,No,4,No,0,Jun,No,250,Gen Z
C0790,32,Male,Bangalore,Online,None,Long Island,Single,250,09-05-2025,1,250,No,4,Yes,0,May,Yes,250,Millennial
C0791,23,Female,Pune,Retail,Social Media,Whisky Sour,Single,250,28-06-2025,1,250,No,5,Yes,9,Jun,No,250,Gen Z
C0792,42,Male,Delhi,Online,None,Rum Punch,4-Pack,350,26-03-2025,4,1400,No,4,Yes,0,Mar,No,350,Gen X
C0793,44,Female,Hyderabad,Online,Social Media,Gin Fizz,Single,250,25-04-2025,1,250,Yes,5,Yes,0,Apr,Yes,250,Gen X
C0794,34,Male,Bangalore,Online,Email,Gin Fizz,Single,250,02-04-2025,1,250,No,4,Yes,23,Apr,Yes,250,Millennial
C0795,40,Male,Chennai,Online,Social Media,Gin Fizz,4-Pack,350,03-02-2025,4,1400,No,4,Yes,15,Feb,Yes,350,Gen X
C0796,40,Male,Hyderabad,Retail,Social Media,Long Island,Single,250,21-04-2025,1,250,Yes,4,No,0,Apr,No,250,Gen X
C0797,27,Female,Pune,Retail,Social Media,Cosmopolitan,Single,250,14-01-2025,1,250,No,4,Yes,0,Jan,No,250,Millennial
C0798,30,Male,Delhi,Retail,Social Media,Rum Punch,4-Pack,350,12-05-2025,8,2800,No,3,No,0,May,No,350,Millennial
C0799,24,Male,Ahmedabad,Online,Social Media,Whisky Sour,4-Pack,350,14-02-2025,4,1400,No,4,No,0,Feb,No,350,Gen Z
C0800,21,Male,Hyderabad,Online,Social Media,Whisky Sour,Single,250,22-01-2025,1,250,No,4,Yes,0,Jan,Yes,250,Gen Z
C0801,42,Male,Bangalore,Retail,None,Long Island,4-Pack,350,08-01-2025,4,1400,Yes,5,Yes,0,Jan,No,350,Gen X
C0802,23,Female,Chennai,Retail,None,Cosmopolitan,4-Pack,350,21-01-2025,4,1400,Yes,4,Yes,0,Jan,No,350,Gen Z
C0803,35,Female,Ahmedabad,Retail,Email,Rum Punch,4-Pack,350,18-06-2025,4,1400,No,5,Yes,29,Jun,No,350,Millennial
C0804,41,Male,Hyderabad,Retail,Social Media,Cosmopolitan,Single,250,14-05-2025,1,250,Yes,4,No,0,May,Yes,250,Gen X
C0805,39,Male,Ahmedabad,Online,None,Gin Fizz,4-Pack,350,08-06-2025,4,1400,No,4,No,0,Jun,Yes,350,Gen X
C0806,24,Male,Ahmedabad,Online,None,Gin Fizz,4-Pack,350,24-06-2025,4,1400,No,4,Yes,0,Jun,No,350,Gen Z
C0807,36,Female,Kolkata,Retail,Email,Margarita,Single,250,15-02-2025,1,250,No,5,No,0,Feb,Yes,250,Gen X
C0808,27,Male,Chennai,Online,Social Media,Margarita,12-Pack,400,28-12-2024,12,4800,Yes,4,Yes,0,Dec,No,400,Millennial
C0809,43,Male,Kolkata,Online,Email,Gin Fizz,Single,250,19-01-2025,1,250,No,4,No,0,Jan,No,250,Gen X
C0810,35,Male,Delhi,Retail,Social Media,Rum Punch,Single,250,18-05-2025,1,250,Yes,5,No,0,May,No,250,Millennial
C0811,24,Female,Chennai,Online,Social Media,Cosmopolitan,4-Pack,350,21-04-2025,4,1400,No,4,No,0,Apr,Yes,350,Gen Z
C0812,23,Male,Delhi,Retail,Social Media,Gin Fizz,4-Pack,350,20-02-2025,8,2800,No,3,No,0,Feb,No,350,Gen Z
C0813,25,Female,Delhi,Online,Email,Gin Fizz,12-Pack,400,01-02-2025,12,4800,No,5,No,0,Feb,Yes,400,Gen Z
C0814,42,Female,Hyderabad,Retail,Social Media,Mojito,Single,250,29-01-2025,1,250,No,5,No,0,Jan,No,250,Gen X
C0815,31,Female,Ahmedabad,Online,Email,Margarita,Single,250,13-03-2025,1,250,No,3,Yes,0,Mar,No,250,Millennial
C0816,35,Male,Kolkata,Retail,Social Media,Long Island,Single,250,19-05-2025,1,250,Yes,3,Yes,0,May,No,250,Millennial
C0817,33,Female,Pune,Retail,Email,Mojito,4-Pack,350,29-01-2025,4,1400,Yes,4,Yes,0,Jan,Yes,350,Millennial
C0818,35,Male,Chennai,Online,Social Media,Long Island,12-Pack,400,18-06-2025,12,4800,Yes,4,Yes,9,Jun,No,400,Millennial
C0819,31,Female,Chennai,Online,Email,Gin Fizz,Single,250,17-01-2025,1,250,No,4,No,0,Jan,Yes,250,Millennial
C0820,40,Female,Kolkata,Online,Email,Mojito,4-Pack,350,15-02-2025,4,1400,Yes,4,No,0,Feb,Yes,350,Gen X
C0821,40,Male,Delhi,Online,None,Long Island,Single,250,12-03-2025,1,250,No,4,No,0,Mar,Yes,250,Gen X
C0822,37,Female,Kolkata,Retail,Social Media,Mojito,Single,250,15-05-2025,1,250,No,5,No,0,May,Yes,250,Gen X
C0823,32,Female,Pune,Online,Social Media,Rum Punch,12-Pack,400,23-04-2025,24,9600,No,4,Yes,0,Apr,Yes,400,Millennial
C0824,43,Female,Bangalore,Retail,Social Media,Whisky Sour,4-Pack,350,24-04-2025,4,1400,Yes,4,Yes,9,Apr,No,350,Gen X
C0825,41,Male,Pune,Retail,None,Long Island,Single,250,04-05-2025,1,250,Yes,4,Yes,10,May,No,250,Gen X
C0826,33,Female,Ahmedabad,Retail,Email,Whisky Sour,Single,250,26-03-2025,1,250,Yes,4,Yes,8,Mar,No,250,Millennial
C0827,41,Female,Pune,Online,Email,Whisky Sour,Single,250,06-06-2025,1,250,No,4,No,0,Jun,Yes,250,Gen X
C0828,30,Male,Delhi,Online,Social Media,Rum Punch,Single,250,16-05-2025,1,250,No,4,No,0,May,No,250,Millennial
C0829,42,Female,Pune,Online,None,Whisky Sour,4-Pack,350,30-04-2025,4,1400,Yes,3,No,0,Apr,Yes,350,Gen X
C0830,27,Female,Kolkata,Retail,Social Media,Gin Fizz,12-Pack,400,20-04-2025,12,4800,Yes,3,Yes,12,Apr,Yes,400,Millennial
C0831,38,Female,Hyderabad,Retail,Social Media,Mojito,4-Pack,350,27-06-2025,4,1400,No,4,Yes,30,Jun,Yes,350,Gen X
C0832,27,Male,Pune,Online,Social Media,Cosmopolitan,Single,250,01-03-2025,1,250,No,4,Yes,26,Mar,Yes,250,Millennial
C0833,32,Female,Ahmedabad,Online,Email,Mojito,4-Pack,350,02-03-2025,4,1400,No,3,No,0,Mar,No,350,Millennial
C0834,32,Male,Chennai,Online,Email,Mojito,4-Pack,350,17-06-2025,4,1400,No,3,Yes,18,Jun,No,350,Millennial
C0835,25,Male,Mumbai,Retail,Social Media,Mojito,Single,250,13-06-2025,1,250,No,5,Yes,24,Jun,No,250,Gen Z
C0836,36,Male,Delhi,Retail,Email,Gin Fizz,Single,250,15-04-2025,1,250,No,3,No,0,Apr,No,250,Gen X
C0837,23,Male,Hyderabad,Retail,Social Media,Margarita,Single,250,23-02-2025,1,250,Yes,5,No,0,Feb,Yes,250,Gen Z
C0838,34,Male,Chennai,Online,Social Media,Margarita,12-Pack,400,31-05-2025,12,4800,No,4,No,0,May,No,400,Millennial
C0839,26,Female,Hyderabad,Retail,Social Media,Rum Punch,Single,250,07-03-2025,1,250,Yes,3,No,0,Mar,No,250,Millennial
C0840,40,Female,Kolkata,Retail,Social Media,Gin Fizz,12-Pack,400,14-06-2025,12,4800,Yes,3,No,0,Jun,No,400,Gen X
C0841,33,Male,Mumbai,Retail,Social Media,Long Island,12-Pack,400,09-05-2025,12,4800,No,3,No,0,May,Yes,400,Millennial
C0842,38,Male,Ahmedabad,Online,Email,Long Island,4-Pack,350,23-06-2025,8,2800,No,4,Yes,11,Jun,Yes,350,Gen X
C0843,26,Male,Ahmedabad,Online,None,Whisky Sour,4-Pack,350,02-03-2025,4,1400,No,5,No,0,Mar,No,350,Millennial
C0844,43,Female,Bangalore,Retail,Email,Long Island,4-Pack,350,15-04-2025,4,1400,No,5,No,0,Apr,Yes,350,Gen X
C0845,29,Female,Bangalore,Retail,None,Gin Fizz,12-Pack,400,02-05-2025,12,4800,No,4,No,0,May,No,400,Millennial
C0846,36,Female,Bangalore,Online,Social Media,Mojito,Single,250,19-04-2025,1,250,No,5,No,0,Apr,No,250,Gen X
C0847,40,Male,Kolkata,Retail,None,Mojito,Single,250,14-02-2025,1,250,No,5,Yes,0,Feb,No,250,Gen X
C0848,37,Female,Hyderabad,Retail,Social Media,Whisky Sour,12-Pack,400,28-06-2025,12,4800,No,4,No,0,Jun,No,400,Gen X
C0849,25,Male,Delhi,Online,Social Media,Gin Fizz,4-Pack,350,09-05-2025,4,1400,No,5,No,0,May,Yes,350,Gen Z
C0850,21,Female,Bangalore,Online,Social Media,Margarita,Single,250,24-02-2025,1,250,No,4,No,0,Feb,Yes,250,Gen Z
C0851,40,Female,Kolkata,Online,Social Media,Rum Punch,4-Pack,350,13-02-2025,4,1400,Yes,4,No,0,Feb,No,350,Gen X
C0852,40,Female,Mumbai,Retail,Social Media,Cosmopolitan,4-Pack,350,17-02-2025,4,1400,No,4,Yes,0,Feb,No,350,Gen X
C0853,21,Female,Ahmedabad,Online,Social Media,Margarita,12-Pack,400,20-05-2025,12,4800,No,3,No,0,May,Yes,400,Gen Z
C0854,23,Male,Pune,Online,Email,Mojito,Single,250,11-04-2025,1,250,Yes,5,Yes,0,Apr,No,250,Gen Z
C0855,27,Female,Pune,Online,Email,Margarita,Single,250,14-01-2025,1,250,Yes,4,Yes,0,Jan,Yes,250,Millennial
C0856,40,Female,Mumbai,Retail,Social Media,Cosmopolitan,12-Pack,400,10-01-2025,24,9600,Yes,4,Yes,9,Jan,Yes,400,Gen X
C0857,42,Female,Bangalore,Retail,None,Gin Fizz,4-Pack,350,25-03-2025,8,2800,No,4,No,0,Mar,Yes,350,Gen X
C0858,23,Female,Kolkata,Retail,None,Whisky Sour,12-Pack,400,13-01-2025,12,4800,Yes,4,No,0,Jan,No,400,Gen Z
C0859,29,Male,Bangalore,Online,Social Media,Long Island,Single,250,22-06-2025,1,250,No,4,Yes,0,Jun,No,250,Millennial
C0860,44,Female,Kolkata,Online,None,Rum Punch,4-Pack,350,21-02-2025,4,1400,No,3,Yes,15,Feb,No,350,Gen X
C0861,43,Male,Delhi,Retail,Email,Rum Punch,4-Pack,350,15-04-2025,4,1400,Yes,4,No,0,Apr,No,350,Gen X
C0862,35,Male,Kolkata,Retail,Social Media,Margarita,Single,250,16-03-2025,1,250,No,5,Yes,16,Mar,No,250,Millennial
C0863,25,Female,Kolkata,Online,Social Media,Rum Punch,12-Pack,400,07-05-2025,12,4800,No,4,Yes,0,May,No,400,Gen Z
C0864,37,Female,Mumbai,Retail,Email,Margarita,4-Pack,350,16-04-2025,4,1400,Yes,5,Yes,7,Apr,No,350,Gen X
C0865,33,Male,Mumbai,Retail,Social Media,Whisky Sour,Single,250,23-03-2025,1,250,No,5,No,0,Mar,Yes,250,Millennial
C0866,24,Female,Ahmedabad,Retail,Social Media,Gin Fizz,Single,250,13-01-2025,1,250,No,3,Yes,0,Jan,No,250,Gen Z
C0867,34,Male,Mumbai,Online,Social Media,Rum Punch,12-Pack,400,14-06-2025,12,4800,No,4,No,0,Jun,No,400,Millennial
C0868,39,Female,Mumbai,Online,Social Media,Cosmopolitan,4-Pack,350,31-05-2025,8,2800,Yes,4,No,0,May,No,350,Gen X
C0869,28,Male,Kolkata,Online,None,Margarita,Single,250,13-04-2025,1,250,Yes,5,Yes,0,Apr,No,250,Millennial
C0870,44,Female,Kolkata,Retail,Social Media,Rum Punch,4-Pack,350,28-05-2025,4,1400,No,4,Yes,18,May,Yes,350,Gen X
C0871,21,Male,Delhi,Online,Social Media,Margarita,12-Pack,400,23-03-2025,24,9600,No,4,No,0,Mar,No,400,Gen Z
C0872,38,Male,Hyderabad,Retail,Social Media,Margarita,4-Pack,350,14-03-2025,4,1400,No,5,No,0,Mar,No,350,Gen X
C0873,42,Male,Delhi,Online,Social Media,Whisky Sour,4-Pack,350,13-01-2025,4,1400,No,4,Yes,9,Jan,No,350,Gen X
C0874,25,Male,Kolkata,Retail,None,Long Island,4-Pack,350,04-03-2025,4,1400,Yes,5,Yes,14,Mar,No,350,Gen Z
C0875,39,Male,Bangalore,Retail,Email,Rum Punch,4-Pack,350,18-06-2025,4,1400,Yes,5,No,0,Jun,No,350,Gen X
C0876,29,Female,Pune,Online,None,Mojito,Single,250,05-03-2025,1,250,Yes,4,Yes,30,Mar,No,250,Millennial
C0877,33,Female,Pune,Online,Social Media,Margarita,12-Pack,400,10-06-2025,12,4800,No,5,Yes,13,Jun,No,400,Millennial
C0878,38,Female,Ahmedabad,Online,Social Media,Whisky Sour,4-Pack,350,10-04-2025,4,1400,No,5,Yes,24,Apr,No,350,Gen X
C0879,27,Male,Ahmedabad,Retail,Social Media,Rum Punch,12-Pack,400,04-01-2025,24,9600,Yes,4,Yes,0,Jan,No,400,Millennial
C0880,42,Male,Mumbai,Retail,Social Media,Long Island,4-Pack,350,07-04-2025,4,1400,No,4,No,0,Apr,No,350,Gen X
C0881,33,Female,Bangalore,Online,Social Media,Rum Punch,12-Pack,400,09-04-2025,12,4800,No,4,Yes,10,Apr,Yes,400,Millennial
C0882,29,Female,Chennai,Online,None,Cosmopolitan,4-Pack,350,08-04-2025,4,1400,No,4,No,0,Apr,No,350,Millennial
C0883,43,Male,Bangalore,Online,Social Media,Gin Fizz,Single,250,12-06-2025,1,250,No,4,No,0,Jun,Yes,250,Gen X
C0884,38,Female,Bangalore,Retail,Social Media,Long Island,4-Pack,350,29-05-2025,4,1400,No,4,No,0,May,No,350,Gen X
C0885,38,Male,Delhi,Online,Social Media,Cosmopolitan,Single,250,16-02-2025,1,250,No,5,Yes,0,Feb,No,250,Gen X
C0886,33,Male,Mumbai,Retail,Social Media,Mojito,Single,250,01-04-2025,1,250,Yes,4,Yes,15,Apr,No,250,Millennial
C0887,40,Male,Mumbai,Retail,Social Media,Long Island,12-Pack,400,24-04-2025,24,9600,No,4,Yes,7,Apr,No,400,Gen X
C0888,43,Male,Bangalore,Retail,Social Media,Gin Fizz,12-Pack,400,10-02-2025,12,4800,No,4,Yes,0,Feb,No,400,Gen X
C0889,23,Female,Chennai,Online,Email,Margarita,4-Pack,350,28-04-2025,4,1400,No,4,No,0,Apr,Yes,350,Gen Z
C0890,27,Female,Kolkata,Retail,Social Media,Rum Punch,Single,250,12-06-2025,1,250,No,4,No,0,Jun,No,250,Millennial
C0891,35,Female,Hyderabad,Online,Social Media,Long Island,4-Pack,350,20-01-2025,4,1400,No,3,No,0,Jan,Yes,350,Millennial
C0892,33,Female,Bangalore,Online,Social Media,Rum Punch,4-Pack,350,08-01-2025,4,1400,No,5,Yes,0,Jan,Yes,350,Millennial
C0893,32,Female,Delhi,Retail,None,Gin Fizz,Single,250,26-04-2025,1,250,No,3,No,0,Apr,Yes,250,Millennial
C0894,23,Female,Bangalore,Retail,None,Mojito,12-Pack,400,13-01-2025,24,9600,Yes,5,Yes,0,Jan,No,400,Gen Z
C0895,32,Female,Chennai,Online,Social Media,Mojito,Single,250,20-05-2025,1,250,No,5,No,0,May,No,250,Millennial
C0896,23,Female,Delhi,Retail,Email,Long Island,Single,250,09-05-2025,1,250,No,5,No,0,May,No,250,Gen Z
C0897,25,Female,Mumbai,Online,Email,Margarita,Single,250,08-03-2025,1,250,No,5,No,0,Mar,No,250,Gen Z
C0898,42,Female,Pune,Retail,Social Media,Long Island,4-Pack,350,30-12-2024,8,2800,No,4,No,0,Dec,No,350,Gen X
C0899,39,Male,Chennai,Online,None,Rum Punch,Single,250,23-04-2025,1,250,No,4,Yes,30,Apr,No,250,Gen X
C0900,40,Male,Kolkata,Retail,Social Media,Mojito,4-Pack,350,03-02-2025,4,1400,No,4,No,0,Feb,Yes,350,Gen X
C0901,42,Male,Bangalore,Online,Social Media,Long Island,12-Pack,400,06-04-2025,12,4800,No,4,Yes,0,Apr,No,400,Gen X
C0902,40,Female,Bangalore,Retail,Social Media,Cosmopolitan,Single,250,07-05-2025,1,250,No,5,Yes,0,May,Yes,250,Gen X
C0903,41,Male,Chennai,Online,Social Media,Mojito,12-Pack,400,21-01-2025,12,4800,No,5,Yes,0,Jan,No,400,Gen X
C0904,21,Female,Bangalore,Online,Email,Gin Fizz,Single,250,06-06-2025,1,250,No,3,Yes,18,Jun,No,250,Gen Z
C0905,21,Female,Ahmedabad,Online,Social Media,Whisky Sour,4-Pack,350,05-02-2025,4,1400,No,3,No,0,Feb,Yes,350,Gen Z
C0906,41,Male,Pune,Retail,Social Media,Gin Fizz,4-Pack,350,14-01-2025,4,1400,No,4,Yes,8,Jan,No,350,Gen X
C0907,43,Male,Ahmedabad,Online,Email,Gin Fizz,4-Pack,350,14-03-2025,4,1400,No,5,Yes,0,Mar,Yes,350,Gen X
C0908,36,Female,Bangalore,Online,Email,Mojito,4-Pack,350,21-03-2025,8,2800,Yes,4,Yes,0,Mar,No,350,Gen X
C0909,31,Male,Kolkata,Online,None,Whisky Sour,4-Pack,350,11-01-2025,4,1400,Yes,4,No,0,Jan,No,350,Millennial
C0910,28,Male,Pune,Retail,None,Mojito,12-Pack,400,04-03-2025,12,4800,Yes,4,No,0,Mar,Yes,400,Millennial
C0911,42,Male,Kolkata,Retail,Email,Margarita,4-Pack,350,08-04-2025,4,1400,No,4,Yes,0,Apr,No,350,Gen X
C0912,41,Male,Delhi,Online,Email,Long Island,Single,250,27-01-2025,1,250,Yes,3,No,0,Jan,No,250,Gen X
C0913,39,Female,Mumbai,Online,Email,Cosmopolitan,4-Pack,350,09-01-2025,4,1400,No,3,No,0,Jan,No,350,Gen X
C0914,42,Female,Delhi,Online,None,Rum Punch,4-Pack,350,24-02-2025,4,1400,Yes,4,No,0,Feb,Yes,350,Gen X
C0915,44,Female,Ahmedabad,Retail,Social Media,Long Island,Single,250,04-01-2025,1,250,No,3,No,0,Jan,Yes,250,Gen X
C0916,39,Male,Ahmedabad,Online,Email,Whisky Sour,Single,250,17-05-2025,1,250,No,5,No,0,May,Yes,250,Gen X
C0917,37,Female,Delhi,Online,Social Media,Whisky Sour,Single,250,16-01-2025,1,250,Yes,4,Yes,0,Jan,No,250,Gen X
C0918,28,Female,Kolkata,Online,Email,Mojito,12-Pack,400,12-05-2025,24,9600,Yes,3,Yes,21,May,Yes,400,Millennial
C0919,31,Male,Hyderabad,Online,None,Whisky Sour,Single,250,20-05-2025,1,250,Yes,4,No,0,May,No,250,Millennial
C0920,30,Male,Bangalore,Online,Social Media,Mojito,4-Pack,350,11-05-2025,4,1400,Yes,4,No,0,May,No,350,Millennial
C0921,44,Male,Ahmedabad,Online,Email,Rum Punch,Single,250,09-04-2025,1,250,No,3,No,0,Apr,No,250,Gen X
C0922,37,Male,Chennai,Online,Social Media,Rum Punch,Single,250,27-06-2025,1,250,Yes,3,No,0,Jun,Yes,250,Gen X
C0923,32,Male,Mumbai,Online,Email,Long Island,4-Pack,350,01-06-2025,4,1400,Yes,5,No,0,Jun,Yes,350,Millennial
C0924,27,Female,Chennai,Online,Social Media,Rum Punch,Single,250,03-04-2025,1,250,No,5,No,0,Apr,No,250,Millennial
C0925,40,Male,Hyderabad,Online,Social Media,Whisky Sour,4-Pack,350,27-04-2025,4,1400,Yes,4,No,0,Apr,No,350,Gen X
C0926,24,Female,Delhi,Online,Social Media,Gin Fizz,Single,250,14-02-2025,1,250,No,5,Yes,21,Feb,Yes,250,Gen Z
C0927,25,Female,Ahmedabad,Online,None,Cosmopolitan,4-Pack,350,25-03-2025,8,2800,No,3,No,0,Mar,No,350,Gen Z
C0928,36,Female,Bangalore,Online,None,Rum Punch,4-Pack,350,20-05-2025,4,1400,Yes,3,No,0,May,Yes,350,Gen X
C0929,32,Female,Delhi,Online,Email,Long Island,4-Pack,350,23-02-2025,4,1400,No,3,No,0,Feb,No,350,Millennial
C0930,30,Female,Pune,Retail,Email,Long Island,Single,250,23-03-2025,1,250,Yes,3,No,0,Mar,Yes,250,Millennial
C0931,44,Female,Mumbai,Retail,None,Whisky Sour,Single,250,20-02-2025,1,250,No,5,Yes,16,Feb,No,250,Gen X
C0932,41,Female,Bangalore,Retail,Email,Gin Fizz,Single,250,06-05-2025,1,250,Yes,5,No,0,May,No,250,Gen X
C0933,28,Male,Delhi,Retail,Social Media,Rum Punch,Single,250,20-02-2025,1,250,No,4,Yes,0,Feb,No,250,Millennial
C0934,42,Male,Delhi,Online,Social Media,Gin Fizz,4-Pack,350,31-01-2025,4,1400,No,4,Yes,24,Jan,Yes,350,Gen X
C0935,43,Female,Mumbai,Online,Social Media,Mojito,Single,250,01-01-2025,1,250,Yes,3,Yes,0,Jan,No,250,Gen X
C0936,25,Female,Ahmedabad,Online,None,Cosmopolitan,Single,250,01-03-2025,1,250,No,5,Yes,12,Mar,No,250,Gen Z
C0937,33,Male,Bangalore,Online,Social Media,Whisky Sour,Single,250,11-04-2025,1,250,Yes,4,No,0,Apr,No,250,Millennial
C0938,36,Male,Delhi,Online,Social Media,Margarita,4-Pack,350,26-02-2025,8,2800,No,5,Yes,0,Feb,No,350,Gen X
C0939,34,Female,Kolkata,Retail,None,Rum Punch,4-Pack,350,20-06-2025,4,1400,No,4,No,0,Jun,No,350,Millennial
C0940,44,Female,Ahmedabad,Online,Social Media,Gin Fizz,4-Pack,350,01-06-2025,4,1400,No,4,No,0,Jun,No,350,Gen X
C0941,42,Male,Delhi,Online,Social Media,Mojito,4-Pack,350,10-03-2025,4,1400,No,4,Yes,17,Mar,No,350,Gen X
C0942,27,Male,Kolkata,Online,Email,Long Island,Single,250,07-04-2025,1,250,No,5,Yes,0,Apr,No,250,Millennial
C0943,33,Male,Hyderabad,Online,Social Media,Cosmopolitan,4-Pack,350,07-04-2025,4,1400,No,5,No,0,Apr,No,350,Millennial
C0944,26,Female,Ahmedabad,Online,Social Media,Margarita,12-Pack,400,17-05-2025,12,4800,Yes,5,No,0,May,Yes,400,Millennial
C0945,40,Male,Chennai,Retail,Social Media,Margarita,Single,250,29-12-2024,1,250,Yes,4,Yes,18,Dec,No,250,Gen X
C0946,40,Female,Kolkata,Retail,Social Media,Mojito,Single,250,29-05-2025,1,250,No,4,Yes,0,May,Yes,250,Gen X
C0947,24,Male,Kolkata,Online,Email,Mojito,Single,250,09-03-2025,1,250,No,3,No,0,Mar,Yes,250,Gen Z
C0948,28,Female,Ahmedabad,Online,Social Media,Rum Punch,Single,250,28-03-2025,1,250,Yes,5,No,0,Mar,Yes,250,Millennial
C0949,41,Male,Kolkata,Online,Email,Margarita,Single,250,23-05-2025,1,250,No,4,No,0,May,Yes,250,Gen X
C0950,21,Male,Hyderabad,Retail,Email,Whisky Sour,Single,250,22-01-2025,1,250,No,4,No,0,Jan,Yes,250,Gen Z
C0951,23,Male,Mumbai,Retail,Social Media,Rum Punch,4-Pack,350,13-03-2025,4,1400,No,4,No,0,Mar,No,350,Gen Z
C0952,41,Male,Ahmedabad,Online,Email,Mojito,Single,250,27-04-2025,1,250,Yes,4,Yes,0,Apr,Yes,250,Gen X
C0953,28,Female,Ahmedabad,Retail,Email,Mojito,4-Pack,350,14-03-2025,4,1400,Yes,4,Yes,0,Mar,No,350,Millennial
C0954,33,Female,Pune,Online,Social Media,Margarita,4-Pack,350,13-05-2025,4,1400,No,3,No,0,May,No,350,Millennial
C0955,41,Male,Kolkata,Retail,Social Media,Cosmopolitan,12-Pack,400,20-03-2025,24,9600,No,3,No,0,Mar,No,400,Gen X
C0956,35,Female,Bangalore,Retail,None,Long Island,4-Pack,350,15-06-2025,4,1400,No,3,No,0,Jun,No,350,Millennial
C0957,37,Female,Chennai,Online,Email,Cosmopolitan,4-Pack,350,09-06-2025,4,1400,Yes,4,No,0,Jun,No,350,Gen X
C0958,40,Male,Hyderabad,Online,Social Media,Mojito,4-Pack,350,13-04-2025,4,1400,No,3,No,0,Apr,No,350,Gen X
C0959,24,Male,Delhi,Online,Email,Long Island,12-Pack,400,09-05-2025,12,4800,No,4,Yes,16,May,Yes,400,Gen Z
C0960,34,Female,Hyderabad,Retail,Social Media,Whisky Sour,12-Pack,400,21-05-2025,12,4800,No,5,No,0,May,Yes,400,Millennial
C0961,26,Female,Ahmedabad,Retail,None,Cosmopolitan,12-Pack,400,31-05-2025,12,4800,No,5,Yes,23,May,Yes,400,Millennial
C0962,30,Female,Ahmedabad,Retail,Social Media,Margarita,4-Pack,350,28-05-2025,4,1400,No,3,No,0,May,No,350,Millennial
C0963,44,Female,Kolkata,Retail,Social Media,Margarita,Single,250,17-02-2025,1,250,No,4,Yes,22,Feb,Yes,250,Gen X
C0964,24,Female,Delhi,Online,Social Media,Margarita,12-Pack,400,27-04-2025,12,4800,Yes,4,Yes,24,Apr,Yes,400,Gen Z
C0965,24,Female,Ahmedabad,Online,Social Media,Rum Punch,4-Pack,350,12-02-2025,8,2800,No,4,No,0,Feb,No,350,Gen Z
C0966,23,Male,Bangalore,Retail,Email,Cosmopolitan,4-Pack,350,21-03-2025,4,1400,No,3,No,0,Mar,No,350,Gen Z
C0967,35,Male,Kolkata,Online,Email,Whisky Sour,12-Pack,400,22-06-2025,12,4800,No,4,No,0,Jun,Yes,400,Millennial
C0968,30,Male,Bangalore,Retail,Social Media,Rum Punch,12-Pack,400,17-03-2025,24,9600,Yes,4,No,0,Mar,No,400,Millennial
C0969,35,Female,Bangalore,Retail,Social Media,Margarita,12-Pack,400,03-05-2025,12,4800,No,4,No,0,May,No,400,Millennial
C0970,27,Male,Mumbai,Online,Social Media,Mojito,Single,250,10-05-2025,1,250,No,4,No,0,May,No,250,Millennial
C0971,23,Male,Chennai,Retail,Email,Long Island,12-Pack,400,20-02-2025,12,4800,No,4,Yes,15,Feb,No,400,Gen Z
C0972,44,Female,Pune,Online,Social Media,Margarita,4-Pack,350,07-05-2025,4,1400,Yes,4,Yes,0,May,Yes,350,Gen X
C0973,24,Male,Chennai,Online,Social Media,Mojito,Single,250,06-04-2025,1,250,No,4,Yes,0,Apr,No,250,Gen Z
C0974,34,Male,Chennai,Online,Email,Rum Punch,Single,250,05-04-2025,1,250,Yes,5,No,0,Apr,Yes,250,Millennial
C0975,24,Male,Hyderabad,Online,Social Media,Gin Fizz,Single,250,07-03-2025,1,250,No,4,Yes,25,Mar,No,250,Gen Z
